material,horizon,candidate,fold,order,seasonal_order,sMAPE
5,10,sarima_100_100_5,8,"(1, 0, 0)","(1, 0, 0, 5)",0.06961183449614457
5,10,sarima_100_100_5,9,"(1, 0, 0)","(1, 0, 0, 5)",0.17703647886161966
5,10,sarima_100_100_5,10,"(1, 0, 0)","(1, 0, 0, 5)",0.34722169825085336
5,10,sarima_100_100_5,11,"(1, 0, 0)","(1, 0, 0, 5)",0.3393273704162698
5,10,sarima_100_100_5,12,"(1, 0, 0)","(1, 0, 0, 5)",0.10180107080295327
5,10,sarima_100_100_5,13,"(1, 0, 0)","(1, 0, 0, 5)",0.10046697623497579
5,10,sarima_100_100_5,14,"(1, 0, 0)","(1, 0, 0, 5)",0.10410879235361513
5,10,sarima_100_100_5,15,"(1, 0, 0)","(1, 0, 0, 5)",0.29581199218974635
5,10,sarima_100_100_5,16,"(1, 0, 0)","(1, 0, 0, 5)",0.1325398790455223
5,10,sarima_100_100_5,17,"(1, 0, 0)","(1, 0, 0, 5)",0.15292761557552914
5,10,sarima_100_100_5,18,"(1, 0, 0)","(1, 0, 0, 5)",0.10645402997649978
5,10,sarima_100_100_5,19,"(1, 0, 0)","(1, 0, 0, 5)",0.046112968435946554
5,10,sarima_100_100_5,20,"(1, 0, 0)","(1, 0, 0, 5)",0.14584457943781412
5,10,sarima_100_100_5,21,"(1, 0, 0)","(1, 0, 0, 5)",0.2796711416338465
5,10,sarima_100_100_5,22,"(1, 0, 0)","(1, 0, 0, 5)",0.12953608724362262
5,10,sarima_100_100_5,23,"(1, 0, 0)","(1, 0, 0, 5)",0.1600313937237204
5,10,sarima_100_100_5,24,"(1, 0, 0)","(1, 0, 0, 5)",0.21867661876649797
5,10,sarima_100_100_5,25,"(1, 0, 0)","(1, 0, 0, 5)",0.08332114042116237
5,10,sarima_100_100_5,26,"(1, 0, 0)","(1, 0, 0, 5)",0.10460174757187173
5,10,sarima_100_100_5,27,"(1, 0, 0)","(1, 0, 0, 5)",0.21193216664484688
6,10,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.08276640229896182
6,10,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.1515435170354541
6,10,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.14599952028436908
6,10,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.11309457104562137
6,10,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.16332145480910631
6,10,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.12041390052628319
6,10,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.14568746946695335
6,10,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.07495768905768273
6,10,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.23183360366024652
6,10,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.11582867089439415
6,10,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.2987638278548454
6,10,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.11063263321307917
6,10,arima_011,13,"(0, 1, 1)","(0, 0, 0, 0)",0.06615292415013384
6,10,arima_011,14,"(0, 1, 1)","(0, 0, 0, 0)",0.12270553483141587
6,10,arima_011,15,"(0, 1, 1)","(0, 0, 0, 0)",0.11041708075153729
6,10,arima_011,16,"(0, 1, 1)","(0, 0, 0, 0)",0.12742794938930416
6,10,arima_011,17,"(0, 1, 1)","(0, 0, 0, 0)",0.14685877192127977
6,10,arima_011,18,"(0, 1, 1)","(0, 0, 0, 0)",0.12403184899053182
6,10,arima_011,19,"(0, 1, 1)","(0, 0, 0, 0)",0.10725870608030036
6,10,arima_011,20,"(0, 1, 1)","(0, 0, 0, 0)",0.09860530315868149
6,10,arima_011,21,"(0, 1, 1)","(0, 0, 0, 0)",0.08185324725346034
6,10,arima_011,22,"(0, 1, 1)","(0, 0, 0, 0)",0.09913047498655235
6,10,arima_011,23,"(0, 1, 1)","(0, 0, 0, 0)",0.1099200247537173
6,10,arima_011,24,"(0, 1, 1)","(0, 0, 0, 0)",0.060802790748010996
6,10,arima_011,25,"(0, 1, 1)","(0, 0, 0, 0)",0.13681923611546834
6,10,arima_011,26,"(0, 1, 1)","(0, 0, 0, 0)",0.08755636204804366
6,10,arima_011,27,"(0, 1, 1)","(0, 0, 0, 0)",0.20768972221476972
6,10,arima_211,1,"(2, 1, 1)","(0, 0, 0, 0)",0.08117865374458486
6,10,arima_211,2,"(2, 1, 1)","(0, 0, 0, 0)",0.15421463502659463
6,10,arima_211,3,"(2, 1, 1)","(0, 0, 0, 0)",0.14010366805009183
6,10,arima_211,4,"(2, 1, 1)","(0, 0, 0, 0)",0.11177004490221344
6,10,arima_211,5,"(2, 1, 1)","(0, 0, 0, 0)",0.15891922951127402
6,10,arima_211,6,"(2, 1, 1)","(0, 0, 0, 0)",0.11089943869402522
6,10,arima_211,7,"(2, 1, 1)","(0, 0, 0, 0)",0.14497502946787727
6,10,arima_211,8,"(2, 1, 1)","(0, 0, 0, 0)",0.07161224518098522
6,10,arima_211,9,"(2, 1, 1)","(0, 0, 0, 0)",0.23570354813926647
6,10,arima_211,10,"(2, 1, 1)","(0, 0, 0, 0)",0.11722786312597099
6,10,arima_211,11,"(2, 1, 1)","(0, 0, 0, 0)",0.3049750149819467
6,10,arima_211,12,"(2, 1, 1)","(0, 0, 0, 0)",0.11141250661770746
6,10,arima_211,13,"(2, 1, 1)","(0, 0, 0, 0)",0.059773677946139726
6,10,arima_211,14,"(2, 1, 1)","(0, 0, 0, 0)",0.12709676464493277
6,10,arima_211,15,"(2, 1, 1)","(0, 0, 0, 0)",0.11130736559713886
6,10,arima_211,16,"(2, 1, 1)","(0, 0, 0, 0)",0.12789000839226544
6,10,arima_211,17,"(2, 1, 1)","(0, 0, 0, 0)",0.1473296582358989
6,10,arima_211,18,"(2, 1, 1)","(0, 0, 0, 0)",0.12562825801351135
6,10,arima_211,19,"(2, 1, 1)","(0, 0, 0, 0)",0.11116075217385593
6,10,arima_211,20,"(2, 1, 1)","(0, 0, 0, 0)",0.09943417805080901
6,10,arima_211,21,"(2, 1, 1)","(0, 0, 0, 0)",0.08054697833272495
6,10,arima_211,22,"(2, 1, 1)","(0, 0, 0, 0)",0.0971701060524188
6,10,arima_211,23,"(2, 1, 1)","(0, 0, 0, 0)",0.11562308603129223
6,10,arima_211,24,"(2, 1, 1)","(0, 0, 0, 0)",0.06073116054616406
6,10,arima_211,25,"(2, 1, 1)","(0, 0, 0, 0)",0.1364074013199249
6,10,arima_211,26,"(2, 1, 1)","(0, 0, 0, 0)",0.08330375334432806
6,10,arima_211,27,"(2, 1, 1)","(0, 0, 0, 0)",0.2035222634583045
6,10,sarima_011_200_5,1,"(0, 1, 1)","(2, 0, 0, 5)",0.08368681276929561
6,10,sarima_011_200_5,2,"(0, 1, 1)","(2, 0, 0, 5)",0.15123055428839877
6,10,sarima_011_200_5,3,"(0, 1, 1)","(2, 0, 0, 5)",0.14323491455637155
6,10,sarima_011_200_5,4,"(0, 1, 1)","(2, 0, 0, 5)",0.10976461306662923
6,10,sarima_011_200_5,5,"(0, 1, 1)","(2, 0, 0, 5)",0.16566146658247838
6,10,sarima_011_200_5,6,"(0, 1, 1)","(2, 0, 0, 5)",0.11799384634757391
6,10,sarima_011_200_5,7,"(0, 1, 1)","(2, 0, 0, 5)",0.14652879340925096
6,10,sarima_011_200_5,8,"(0, 1, 1)","(2, 0, 0, 5)",0.07680499428908988
6,10,sarima_011_200_5,9,"(0, 1, 1)","(2, 0, 0, 5)",0.2332958697378849
6,10,sarima_011_200_5,10,"(0, 1, 1)","(2, 0, 0, 5)",0.1144904046983336
6,10,sarima_011_200_5,11,"(0, 1, 1)","(2, 0, 0, 5)",0.2961806206062745
6,10,sarima_011_200_5,12,"(0, 1, 1)","(2, 0, 0, 5)",0.11292146148625506
6,10,sarima_011_200_5,13,"(0, 1, 1)","(2, 0, 0, 5)",0.06403787861331021
6,10,sarima_011_200_5,14,"(0, 1, 1)","(2, 0, 0, 5)",0.12305737451620623
6,10,sarima_011_200_5,15,"(0, 1, 1)","(2, 0, 0, 5)",0.11081456628199589
6,10,sarima_011_200_5,16,"(0, 1, 1)","(2, 0, 0, 5)",0.12708678401030846
6,10,sarima_011_200_5,17,"(0, 1, 1)","(2, 0, 0, 5)",0.1442825726649623
6,10,sarima_011_200_5,18,"(0, 1, 1)","(2, 0, 0, 5)",0.12338753066427273
6,10,sarima_011_200_5,19,"(0, 1, 1)","(2, 0, 0, 5)",0.1049121247256914
6,10,sarima_011_200_5,20,"(0, 1, 1)","(2, 0, 0, 5)",0.09719207276074374
6,10,sarima_011_200_5,21,"(0, 1, 1)","(2, 0, 0, 5)",0.0848366539342584
6,10,sarima_011_200_5,22,"(0, 1, 1)","(2, 0, 0, 5)",0.09773715335444677
6,10,sarima_011_200_5,23,"(0, 1, 1)","(2, 0, 0, 5)",0.10983595512088865
6,10,sarima_011_200_5,24,"(0, 1, 1)","(2, 0, 0, 5)",0.0637653958381889
6,10,sarima_011_200_5,25,"(0, 1, 1)","(2, 0, 0, 5)",0.1364114524463284
6,10,sarima_011_200_5,26,"(0, 1, 1)","(2, 0, 0, 5)",0.08831842523031276
6,10,sarima_011_200_5,27,"(0, 1, 1)","(2, 0, 0, 5)",0.20523414523282413
7,10,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.1026300723575944
7,10,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.3459434522666104
7,10,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.2514843644821806
7,10,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.18897830683582573
7,10,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.22459025658337595
7,10,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.14541668449222817
7,10,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.23360555178856754
7,10,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.1457125191662825
7,10,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.3506914881263425
7,10,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.19011121314718393
7,10,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.4004439694087643
7,10,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.16978602436652965
7,10,arima_011,13,"(0, 1, 1)","(0, 0, 0, 0)",0.1530519744471863
7,10,arima_011,14,"(0, 1, 1)","(0, 0, 0, 0)",0.11630346400018293
7,10,arima_011,15,"(0, 1, 1)","(0, 0, 0, 0)",0.1476602477019097
7,10,arima_011,16,"(0, 1, 1)","(0, 0, 0, 0)",0.20313451664402327
7,10,arima_011,17,"(0, 1, 1)","(0, 0, 0, 0)",0.3912904589234575
7,10,arima_011,18,"(0, 1, 1)","(0, 0, 0, 0)",0.3013026859587719
7,10,arima_011,19,"(0, 1, 1)","(0, 0, 0, 0)",0.34137953786153624
7,10,arima_011,20,"(0, 1, 1)","(0, 0, 0, 0)",0.34145504989112124
7,10,arima_011,21,"(0, 1, 1)","(0, 0, 0, 0)",0.340293711142146
7,10,arima_011,22,"(0, 1, 1)","(0, 0, 0, 0)",0.10129655501236204
7,10,arima_011,23,"(0, 1, 1)","(0, 0, 0, 0)",0.2725448617135848
7,10,arima_011,24,"(0, 1, 1)","(0, 0, 0, 0)",0.16543985431084446
7,10,arima_011,25,"(0, 1, 1)","(0, 0, 0, 0)",0.22639346251570425
7,10,arima_011,26,"(0, 1, 1)","(0, 0, 0, 0)",0.20382898863166382
7,10,arima_011,27,"(0, 1, 1)","(0, 0, 0, 0)",0.6450593353896346
7,10,arima_012,1,"(0, 1, 2)","(0, 0, 0, 0)",0.10226317753071806
7,10,arima_012,2,"(0, 1, 2)","(0, 0, 0, 0)",0.34586733801665404
7,10,arima_012,3,"(0, 1, 2)","(0, 0, 0, 0)",0.25165427926815453
7,10,arima_012,4,"(0, 1, 2)","(0, 0, 0, 0)",0.18908977948303274
7,10,arima_012,5,"(0, 1, 2)","(0, 0, 0, 0)",0.2244010552571253
7,10,arima_012,6,"(0, 1, 2)","(0, 0, 0, 0)",0.1452715106010793
7,10,arima_012,7,"(0, 1, 2)","(0, 0, 0, 0)",0.23360723180572746
7,10,arima_012,8,"(0, 1, 2)","(0, 0, 0, 0)",0.14590461191030243
7,10,arima_012,9,"(0, 1, 2)","(0, 0, 0, 0)",0.35085128940441773
7,10,arima_012,10,"(0, 1, 2)","(0, 0, 0, 0)",0.19358669677586365
7,10,arima_012,11,"(0, 1, 2)","(0, 0, 0, 0)",0.4001131677430554
7,10,arima_012,12,"(0, 1, 2)","(0, 0, 0, 0)",0.16973285067827182
7,10,arima_012,13,"(0, 1, 2)","(0, 0, 0, 0)",0.15334940447935164
7,10,arima_012,14,"(0, 1, 2)","(0, 0, 0, 0)",0.11632254774911413
7,10,arima_012,15,"(0, 1, 2)","(0, 0, 0, 0)",0.14760690351607253
7,10,arima_012,16,"(0, 1, 2)","(0, 0, 0, 0)",0.2028285293959546
7,10,arima_012,17,"(0, 1, 2)","(0, 0, 0, 0)",0.39153667919456925
7,10,arima_012,18,"(0, 1, 2)","(0, 0, 0, 0)",0.30301075646381603
7,10,arima_012,19,"(0, 1, 2)","(0, 0, 0, 0)",0.3321118528394311
7,10,arima_012,20,"(0, 1, 2)","(0, 0, 0, 0)",0.3395138255871564
7,10,arima_012,21,"(0, 1, 2)","(0, 0, 0, 0)",0.3475153236733146
7,10,arima_012,22,"(0, 1, 2)","(0, 0, 0, 0)",0.10257723224313808
7,10,arima_012,23,"(0, 1, 2)","(0, 0, 0, 0)",0.2697027356489176
7,10,arima_012,24,"(0, 1, 2)","(0, 0, 0, 0)",0.16521876748767592
7,10,arima_012,25,"(0, 1, 2)","(0, 0, 0, 0)",0.22521664974406935
7,10,arima_012,26,"(0, 1, 2)","(0, 0, 0, 0)",0.20652178580881894
7,10,arima_012,27,"(0, 1, 2)","(0, 0, 0, 0)",0.6415531886838445
7,10,arima_112,1,"(1, 1, 2)","(0, 0, 0, 0)",0.10234280436859731
7,10,arima_112,2,"(1, 1, 2)","(0, 0, 0, 0)",0.3457522137323969
7,10,arima_112,3,"(1, 1, 2)","(0, 0, 0, 0)",0.25085728552046566
7,10,arima_112,4,"(1, 1, 2)","(0, 0, 0, 0)",0.18918190306907878
7,10,arima_112,5,"(1, 1, 2)","(0, 0, 0, 0)",0.22407131228678626
7,10,arima_112,6,"(1, 1, 2)","(0, 0, 0, 0)",0.14506690534590203
7,10,arima_112,7,"(1, 1, 2)","(0, 0, 0, 0)",0.2334298975229716
7,10,arima_112,8,"(1, 1, 2)","(0, 0, 0, 0)",0.14592054278231206
7,10,arima_112,9,"(1, 1, 2)","(0, 0, 0, 0)",0.35115817029714513
7,10,arima_112,10,"(1, 1, 2)","(0, 0, 0, 0)",0.19051512598245712
7,10,arima_112,11,"(1, 1, 2)","(0, 0, 0, 0)",0.40055753973635433
7,10,arima_112,12,"(1, 1, 2)","(0, 0, 0, 0)",0.1696925974775704
7,10,arima_112,13,"(1, 1, 2)","(0, 0, 0, 0)",0.15306113978508606
7,10,arima_112,14,"(1, 1, 2)","(0, 0, 0, 0)",0.11628607533264075
7,10,arima_112,15,"(1, 1, 2)","(0, 0, 0, 0)",0.1476224212574415
7,10,arima_112,16,"(1, 1, 2)","(0, 0, 0, 0)",0.20324026369973175
7,10,arima_112,17,"(1, 1, 2)","(0, 0, 0, 0)",0.3910731865859462
7,10,arima_112,18,"(1, 1, 2)","(0, 0, 0, 0)",0.3015179107676682
7,10,arima_112,19,"(1, 1, 2)","(0, 0, 0, 0)",0.34137331250641473
7,10,arima_112,20,"(1, 1, 2)","(0, 0, 0, 0)",0.3408055065870068
7,10,arima_112,21,"(1, 1, 2)","(0, 0, 0, 0)",0.343118097810582
7,10,arima_112,22,"(1, 1, 2)","(0, 0, 0, 0)",0.10136645477240776
7,10,arima_112,23,"(1, 1, 2)","(0, 0, 0, 0)",0.2717055013029885
7,10,arima_112,24,"(1, 1, 2)","(0, 0, 0, 0)",0.16531847578622835
7,10,arima_112,25,"(1, 1, 2)","(0, 0, 0, 0)",0.2260772450034108
7,10,arima_112,26,"(1, 1, 2)","(0, 0, 0, 0)",0.2044087863459635
7,10,arima_112,27,"(1, 1, 2)","(0, 0, 0, 0)",0.6438699595662295
7,10,sarima_011_100_5,1,"(0, 1, 1)","(1, 0, 0, 5)",0.10444463174266554
7,10,sarima_011_100_5,2,"(0, 1, 1)","(1, 0, 0, 5)",0.3298357530353648
7,10,sarima_011_100_5,3,"(0, 1, 1)","(1, 0, 0, 5)",0.24681935926531176
7,10,sarima_011_100_5,4,"(0, 1, 1)","(1, 0, 0, 5)",0.1821610179837128
7,10,sarima_011_100_5,5,"(0, 1, 1)","(1, 0, 0, 5)",0.2348296925011015
7,10,sarima_011_100_5,6,"(0, 1, 1)","(1, 0, 0, 5)",0.146355905984339
7,10,sarima_011_100_5,7,"(0, 1, 1)","(1, 0, 0, 5)",0.2335615987867955
7,10,sarima_011_100_5,8,"(0, 1, 1)","(1, 0, 0, 5)",0.14871057280544805
7,10,sarima_011_100_5,9,"(0, 1, 1)","(1, 0, 0, 5)",0.3509442006352875
7,10,sarima_011_100_5,10,"(0, 1, 1)","(1, 0, 0, 5)",0.19184131509498914
7,10,sarima_011_100_5,11,"(0, 1, 1)","(1, 0, 0, 5)",0.4036130586339862
7,10,sarima_011_100_5,12,"(0, 1, 1)","(1, 0, 0, 5)",0.1686524765091633
7,10,sarima_011_100_5,13,"(0, 1, 1)","(1, 0, 0, 5)",0.15370107412969183
7,10,sarima_011_100_5,14,"(0, 1, 1)","(1, 0, 0, 5)",0.11418885832566408
7,10,sarima_011_100_5,15,"(0, 1, 1)","(1, 0, 0, 5)",0.1477685123970706
7,10,sarima_011_100_5,16,"(0, 1, 1)","(1, 0, 0, 5)",0.2048749994405641
7,10,sarima_011_100_5,17,"(0, 1, 1)","(1, 0, 0, 5)",0.3912925505799137
7,10,sarima_011_100_5,18,"(0, 1, 1)","(1, 0, 0, 5)",0.31371976577668864
7,10,sarima_011_100_5,19,"(0, 1, 1)","(1, 0, 0, 5)",0.3343556281043109
7,10,sarima_011_100_5,20,"(0, 1, 1)","(1, 0, 0, 5)",0.3389560974329528
7,10,sarima_011_100_5,21,"(0, 1, 1)","(1, 0, 0, 5)",0.341623606527637
7,10,sarima_011_100_5,22,"(0, 1, 1)","(1, 0, 0, 5)",0.10283306285010463
7,10,sarima_011_100_5,23,"(0, 1, 1)","(1, 0, 0, 5)",0.264726857726902
7,10,sarima_011_100_5,24,"(0, 1, 1)","(1, 0, 0, 5)",0.16956044844453053
7,10,sarima_011_100_5,25,"(0, 1, 1)","(1, 0, 0, 5)",0.2248612568352987
7,10,sarima_011_100_5,26,"(0, 1, 1)","(1, 0, 0, 5)",0.2053377857009322
7,10,sarima_011_100_5,27,"(0, 1, 1)","(1, 0, 0, 5)",0.6497521073410356
8,10,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.3484998734652794
8,10,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.3339211293649449
8,10,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.19281335738672556
8,10,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.2962004827127333
8,10,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.1356468626700321
8,10,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.113217161086068
8,10,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.27321513971569084
8,10,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.22187329733798947
8,10,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.26308898669973096
8,10,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.20416157467035123
8,10,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.3784928429278375
8,10,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.06273604784265314
8,10,arima_011,13,"(0, 1, 1)","(0, 0, 0, 0)",0.1011478512708624
8,10,arima_011,14,"(0, 1, 1)","(0, 0, 0, 0)",0.25756886319525324
8,10,arima_011,15,"(0, 1, 1)","(0, 0, 0, 0)",0.0952237299233961
8,10,arima_011,16,"(0, 1, 1)","(0, 0, 0, 0)",0.19012240859690874
8,10,arima_011,17,"(0, 1, 1)","(0, 0, 0, 0)",0.22300237301626105
8,10,arima_011,18,"(0, 1, 1)","(0, 0, 0, 0)",0.10758035495805547
8,10,arima_011,19,"(0, 1, 1)","(0, 0, 0, 0)",0.08369411318062978
8,10,arima_011,20,"(0, 1, 1)","(0, 0, 0, 0)",0.1346264924093467
8,10,arima_011,21,"(0, 1, 1)","(0, 0, 0, 0)",0.14068753133529108
8,10,arima_011,22,"(0, 1, 1)","(0, 0, 0, 0)",0.04172071108031339
8,10,arima_011,23,"(0, 1, 1)","(0, 0, 0, 0)",0.09781010583737478
8,10,arima_011,24,"(0, 1, 1)","(0, 0, 0, 0)",0.12548555446435614
8,10,arima_011,25,"(0, 1, 1)","(0, 0, 0, 0)",0.15796773759671764
8,10,arima_011,26,"(0, 1, 1)","(0, 0, 0, 0)",0.0703610526714984
8,10,arima_011,27,"(0, 1, 1)","(0, 0, 0, 0)",0.17921216071137008
8,10,arima_111,1,"(1, 1, 1)","(0, 0, 0, 0)",0.3232726333105887
8,10,arima_111,2,"(1, 1, 1)","(0, 0, 0, 0)",0.33438641375331657
8,10,arima_111,3,"(1, 1, 1)","(0, 0, 0, 0)",0.18817896623218588
8,10,arima_111,4,"(1, 1, 1)","(0, 0, 0, 0)",0.3113947031339851
8,10,arima_111,5,"(1, 1, 1)","(0, 0, 0, 0)",0.1513483817606133
8,10,arima_111,6,"(1, 1, 1)","(0, 0, 0, 0)",0.11303597064054
8,10,arima_111,7,"(1, 1, 1)","(0, 0, 0, 0)",0.2733254648085203
8,10,arima_111,8,"(1, 1, 1)","(0, 0, 0, 0)",0.22598794908189634
8,10,arima_111,9,"(1, 1, 1)","(0, 0, 0, 0)",0.2693976306893455
8,10,arima_111,10,"(1, 1, 1)","(0, 0, 0, 0)",0.2056486087696107
8,10,arima_111,11,"(1, 1, 1)","(0, 0, 0, 0)",0.3811269706486194
8,10,arima_111,12,"(1, 1, 1)","(0, 0, 0, 0)",0.063615535732018
8,10,arima_111,13,"(1, 1, 1)","(0, 0, 0, 0)",0.1011440722184803
8,10,arima_111,14,"(1, 1, 1)","(0, 0, 0, 0)",0.2514890648857823
8,10,arima_111,15,"(1, 1, 1)","(0, 0, 0, 0)",0.09474599171306385
8,10,arima_111,16,"(1, 1, 1)","(0, 0, 0, 0)",0.18943172215365736
8,10,arima_111,17,"(1, 1, 1)","(0, 0, 0, 0)",0.2111094437694129
8,10,arima_111,18,"(1, 1, 1)","(0, 0, 0, 0)",0.10843838875428147
8,10,arima_111,19,"(1, 1, 1)","(0, 0, 0, 0)",0.08365113314734306
8,10,arima_111,20,"(1, 1, 1)","(0, 0, 0, 0)",0.13691736123843865
8,10,arima_111,21,"(1, 1, 1)","(0, 0, 0, 0)",0.13711736656396303
8,10,arima_111,22,"(1, 1, 1)","(0, 0, 0, 0)",0.04620430557011859
8,10,arima_111,23,"(1, 1, 1)","(0, 0, 0, 0)",0.0979136485737433
8,10,arima_111,24,"(1, 1, 1)","(0, 0, 0, 0)",0.12669535219886327
8,10,arima_111,25,"(1, 1, 1)","(0, 0, 0, 0)",0.15567723174301695
8,10,arima_111,26,"(1, 1, 1)","(0, 0, 0, 0)",0.07180944785923689
8,10,arima_111,27,"(1, 1, 1)","(0, 0, 0, 0)",0.17783459278009975
8,10,arima_113,1,"(1, 1, 3)","(0, 0, 0, 0)",0.3236011301969372
8,10,arima_113,2,"(1, 1, 3)","(0, 0, 0, 0)",0.3351144189215908
8,10,arima_113,3,"(1, 1, 3)","(0, 0, 0, 0)",0.18891404955785795
8,10,arima_113,4,"(1, 1, 3)","(0, 0, 0, 0)",0.3168082516263634
8,10,arima_113,5,"(1, 1, 3)","(0, 0, 0, 0)",0.15639628564425143
8,10,arima_113,6,"(1, 1, 3)","(0, 0, 0, 0)",0.1157089616266832
8,10,arima_113,7,"(1, 1, 3)","(0, 0, 0, 0)",0.27545956388910414
8,10,arima_113,8,"(1, 1, 3)","(0, 0, 0, 0)",0.22703746122697777
8,10,arima_113,9,"(1, 1, 3)","(0, 0, 0, 0)",0.27248214438393503
8,10,arima_113,10,"(1, 1, 3)","(0, 0, 0, 0)",0.20525272225472857
8,10,arima_113,11,"(1, 1, 3)","(0, 0, 0, 0)",0.3812580675746965
8,10,arima_113,12,"(1, 1, 3)","(0, 0, 0, 0)",0.05841903705152505
8,10,arima_113,13,"(1, 1, 3)","(0, 0, 0, 0)",0.10426943617716494
8,10,arima_113,14,"(1, 1, 3)","(0, 0, 0, 0)",0.2512439597644817
8,10,arima_113,15,"(1, 1, 3)","(0, 0, 0, 0)",0.0953835828856489
8,10,arima_113,16,"(1, 1, 3)","(0, 0, 0, 0)",0.1876981448020008
8,10,arima_113,17,"(1, 1, 3)","(0, 0, 0, 0)",0.208010667036029
8,10,arima_113,18,"(1, 1, 3)","(0, 0, 0, 0)",0.11111107997006416
8,10,arima_113,19,"(1, 1, 3)","(0, 0, 0, 0)",0.082780471145048
8,10,arima_113,20,"(1, 1, 3)","(0, 0, 0, 0)",0.13905477568885102
8,10,arima_113,21,"(1, 1, 3)","(0, 0, 0, 0)",0.13616398951613295
8,10,arima_113,22,"(1, 1, 3)","(0, 0, 0, 0)",0.04685933112941769
8,10,arima_113,23,"(1, 1, 3)","(0, 0, 0, 0)",0.09836462666137946
8,10,arima_113,24,"(1, 1, 3)","(0, 0, 0, 0)",0.1271583517413264
8,10,arima_113,25,"(1, 1, 3)","(0, 0, 0, 0)",0.15933059553949847
8,10,arima_113,26,"(1, 1, 3)","(0, 0, 0, 0)",0.07377626076863919
8,10,arima_113,27,"(1, 1, 3)","(0, 0, 0, 0)",0.17175163438086707
8,10,sarima_011_001_5,1,"(0, 1, 1)","(0, 0, 1, 5)",0.34119540322247655
8,10,sarima_011_001_5,2,"(0, 1, 1)","(0, 0, 1, 5)",0.3345001377308881
8,10,sarima_011_001_5,3,"(0, 1, 1)","(0, 0, 1, 5)",0.19220610952349482
8,10,sarima_011_001_5,4,"(0, 1, 1)","(0, 0, 1, 5)",0.30720864832350936
8,10,sarima_011_001_5,5,"(0, 1, 1)","(0, 0, 1, 5)",0.13913075599382774
8,10,sarima_011_001_5,6,"(0, 1, 1)","(0, 0, 1, 5)",0.11331242777053202
8,10,sarima_011_001_5,7,"(0, 1, 1)","(0, 0, 1, 5)",0.27418209597372645
8,10,sarima_011_001_5,8,"(0, 1, 1)","(0, 0, 1, 5)",0.22534397726898875
8,10,sarima_011_001_5,9,"(0, 1, 1)","(0, 0, 1, 5)",0.27306984246852317
8,10,sarima_011_001_5,10,"(0, 1, 1)","(0, 0, 1, 5)",0.2042429122960101
8,10,sarima_011_001_5,11,"(0, 1, 1)","(0, 0, 1, 5)",0.37805873120842626
8,10,sarima_011_001_5,12,"(0, 1, 1)","(0, 0, 1, 5)",0.06183841258316866
8,10,sarima_011_001_5,13,"(0, 1, 1)","(0, 0, 1, 5)",0.10172152787239097
8,10,sarima_011_001_5,14,"(0, 1, 1)","(0, 0, 1, 5)",0.254203698241255
8,10,sarima_011_001_5,15,"(0, 1, 1)","(0, 0, 1, 5)",0.09674445471819196
8,10,sarima_011_001_5,16,"(0, 1, 1)","(0, 0, 1, 5)",0.1891160407886006
8,10,sarima_011_001_5,17,"(0, 1, 1)","(0, 0, 1, 5)",0.21682312465444997
