material,horizon,candidate,fold,order,seasonal_order,sMAPE
12,10,arima_201,25,"(2, 0, 1)","(0, 0, 0, 0)",1.0730976465713358
12,10,arima_201,26,"(2, 0, 1)","(0, 0, 0, 0)",1.332948929459373
12,10,arima_201,27,"(2, 0, 1)","(0, 0, 0, 0)",2.0
12,10,arima_400,1,"(4, 0, 0)","(0, 0, 0, 0)",1.4332263486563117
12,10,arima_400,2,"(4, 0, 0)","(0, 0, 0, 0)",1.3439952159019866
12,10,arima_400,3,"(4, 0, 0)","(0, 0, 0, 0)",1.3972214411690138
12,10,arima_400,4,"(4, 0, 0)","(0, 0, 0, 0)",1.8927145247947836
12,10,arima_400,5,"(4, 0, 0)","(0, 0, 0, 0)",0.4
12,10,arima_400,6,"(4, 0, 0)","(0, 0, 0, 0)",0.2
12,10,arima_400,7,"(4, 0, 0)","(0, 0, 0, 0)",1.8384043573150406e-17
12,10,arima_400,8,"(4, 0, 0)","(0, 0, 0, 0)",0.2
12,10,arima_400,9,"(4, 0, 0)","(0, 0, 0, 0)",0.4
12,10,arima_400,10,"(4, 0, 0)","(0, 0, 0, 0)",1.6
12,10,arima_400,11,"(4, 0, 0)","(0, 0, 0, 0)",1.3262160514783377
12,10,arima_400,12,"(4, 0, 0)","(0, 0, 0, 0)",1.438982794571284
12,10,arima_400,13,"(4, 0, 0)","(0, 0, 0, 0)",0.7098893775424514
12,10,arima_400,14,"(4, 0, 0)","(0, 0, 0, 0)",1.1075742488642744
12,10,arima_400,15,"(4, 0, 0)","(0, 0, 0, 0)",1.3172793509424636
12,10,arima_400,16,"(4, 0, 0)","(0, 0, 0, 0)",1.6328321835767416
12,10,arima_400,17,"(4, 0, 0)","(0, 0, 0, 0)",1.547434185044326
12,10,arima_400,18,"(4, 0, 0)","(0, 0, 0, 0)",1.1979336950111796
12,10,arima_400,19,"(4, 0, 0)","(0, 0, 0, 0)",1.436256592347303
12,10,arima_400,20,"(4, 0, 0)","(0, 0, 0, 0)",0.9675569864917037
12,10,arima_400,21,"(4, 0, 0)","(0, 0, 0, 0)",1.222508591034499
12,10,arima_400,22,"(4, 0, 0)","(0, 0, 0, 0)",0.9260587118032699
12,10,arima_400,23,"(4, 0, 0)","(0, 0, 0, 0)",1.2152128782651714
12,10,arima_400,24,"(4, 0, 0)","(0, 0, 0, 0)",0.6687277445139469
12,10,arima_400,25,"(4, 0, 0)","(0, 0, 0, 0)",1.2285465351417166
12,10,arima_400,26,"(4, 0, 0)","(0, 0, 0, 0)",1.302442113710683
12,10,arima_400,27,"(4, 0, 0)","(0, 0, 0, 0)",1.4609007706639638
12,10,arima_500,1,"(5, 0, 0)","(0, 0, 0, 0)",1.3001100234927991
12,10,arima_500,2,"(5, 0, 0)","(0, 0, 0, 0)",1.3335441812328919
12,10,arima_500,3,"(5, 0, 0)","(0, 0, 0, 0)",1.4496637863894781
12,10,arima_500,4,"(5, 0, 0)","(0, 0, 0, 0)",1.896639210799964
12,10,arima_500,5,"(5, 0, 0)","(0, 0, 0, 0)",0.5835462521654943
12,10,arima_500,6,"(5, 0, 0)","(0, 0, 0, 0)",0.2
12,10,arima_500,7,"(5, 0, 0)","(0, 0, 0, 0)",4.136060524801478e-17
12,10,arima_500,8,"(5, 0, 0)","(0, 0, 0, 0)",0.2
12,10,arima_500,9,"(5, 0, 0)","(0, 0, 0, 0)",0.4
12,10,arima_500,10,"(5, 0, 0)","(0, 0, 0, 0)",1.5029312549269864
12,10,arima_500,11,"(5, 0, 0)","(0, 0, 0, 0)",1.3096344079590123
12,10,arima_500,12,"(5, 0, 0)","(0, 0, 0, 0)",1.456273500966994
12,10,arima_500,13,"(5, 0, 0)","(0, 0, 0, 0)",0.6064672476677846
12,10,arima_500,14,"(5, 0, 0)","(0, 0, 0, 0)",1.0707920935809088
12,10,arima_500,15,"(5, 0, 0)","(0, 0, 0, 0)",1.3110269539608554
12,10,arima_500,16,"(5, 0, 0)","(0, 0, 0, 0)",1.664946514653682
12,10,arima_500,17,"(5, 0, 0)","(0, 0, 0, 0)",1.453772400431411
12,10,arima_500,18,"(5, 0, 0)","(0, 0, 0, 0)",1.1510059336972192
12,10,arima_500,19,"(5, 0, 0)","(0, 0, 0, 0)",1.3908243778005416
12,10,arima_500,20,"(5, 0, 0)","(0, 0, 0, 0)",0.9470483619103212
12,10,arima_500,21,"(5, 0, 0)","(0, 0, 0, 0)",1.0969227678353073
12,10,arima_500,22,"(5, 0, 0)","(0, 0, 0, 0)",0.8151780640495077
12,10,arima_500,23,"(5, 0, 0)","(0, 0, 0, 0)",1.142456799331027
12,10,arima_500,24,"(5, 0, 0)","(0, 0, 0, 0)",0.6075311173950754
12,10,arima_500,25,"(5, 0, 0)","(0, 0, 0, 0)",1.1871312643482443
12,10,arima_500,26,"(5, 0, 0)","(0, 0, 0, 0)",1.3128709250401698
12,10,arima_500,27,"(5, 0, 0)","(0, 0, 0, 0)",1.7247998099917514
13,10,arima_013,1,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,2,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,3,"(0, 1, 3)","(0, 0, 0, 0)",1.930055937013036
13,10,arima_013,4,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,5,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,6,"(0, 1, 3)","(0, 0, 0, 0)",1.9170383736906027
13,10,arima_013,7,"(0, 1, 3)","(0, 0, 0, 0)",1.848067179711627
13,10,arima_013,8,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,9,"(0, 1, 3)","(0, 0, 0, 0)",1.6904050000347657
13,10,arima_013,10,"(0, 1, 3)","(0, 0, 0, 0)",0.9388100267409775
13,10,arima_013,11,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,12,"(0, 1, 3)","(0, 0, 0, 0)",1.8904466015233166
13,10,arima_013,13,"(0, 1, 3)","(0, 0, 0, 0)",1.9386357673721115
13,10,arima_013,14,"(0, 1, 3)","(0, 0, 0, 0)",1.9440029362129239
13,10,arima_013,15,"(0, 1, 3)","(0, 0, 0, 0)",1.7783974689266602
13,10,arima_013,16,"(0, 1, 3)","(0, 0, 0, 0)",1.6822506625490323
13,10,arima_013,17,"(0, 1, 3)","(0, 0, 0, 0)",1.637341178077518
13,10,arima_013,18,"(0, 1, 3)","(0, 0, 0, 0)",1.495107331522844
13,10,arima_013,19,"(0, 1, 3)","(0, 0, 0, 0)",1.80116672911049
13,10,arima_013,20,"(0, 1, 3)","(0, 0, 0, 0)",1.9490355089469311
13,10,arima_013,21,"(0, 1, 3)","(0, 0, 0, 0)",1.6023463020825854
13,10,arima_013,22,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,23,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,24,"(0, 1, 3)","(0, 0, 0, 0)",2.0
13,10,arima_013,25,"(0, 1, 3)","(0, 0, 0, 0)",1.835004838372736
13,10,arima_013,26,"(0, 1, 3)","(0, 0, 0, 0)",1.8110412574268846
13,10,arima_013,27,"(0, 1, 3)","(0, 0, 0, 0)",1.8772994523583486
13,10,arima_411,1,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,2,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,3,"(4, 1, 1)","(0, 0, 0, 0)",1.9319861351148349
13,10,arima_411,4,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,5,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,6,"(4, 1, 1)","(0, 0, 0, 0)",1.9061692270345862
13,10,arima_411,7,"(4, 1, 1)","(0, 0, 0, 0)",1.8373969240005543
13,10,arima_411,8,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,9,"(4, 1, 1)","(0, 0, 0, 0)",1.7124506505805517
13,10,arima_411,10,"(4, 1, 1)","(0, 0, 0, 0)",0.9137170294925515
13,10,arima_411,11,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,12,"(4, 1, 1)","(0, 0, 0, 0)",1.8712263127630653
13,10,arima_411,13,"(4, 1, 1)","(0, 0, 0, 0)",1.934946995234605
13,10,arima_411,14,"(4, 1, 1)","(0, 0, 0, 0)",1.9381575388171808
13,10,arima_411,15,"(4, 1, 1)","(0, 0, 0, 0)",1.7410449339251537
13,10,arima_411,16,"(4, 1, 1)","(0, 0, 0, 0)",1.6607115256712008
13,10,arima_411,17,"(4, 1, 1)","(0, 0, 0, 0)",1.644790775613322
13,10,arima_411,18,"(4, 1, 1)","(0, 0, 0, 0)",1.5012434164384505
13,10,arima_411,19,"(4, 1, 1)","(0, 0, 0, 0)",1.8219770500429655
13,10,arima_411,20,"(4, 1, 1)","(0, 0, 0, 0)",1.960338422700862
13,10,arima_411,21,"(4, 1, 1)","(0, 0, 0, 0)",1.6000588108385252
13,10,arima_411,22,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,23,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,24,"(4, 1, 1)","(0, 0, 0, 0)",2.0
13,10,arima_411,25,"(4, 1, 1)","(0, 0, 0, 0)",1.8940303785070485
13,10,arima_411,26,"(4, 1, 1)","(0, 0, 0, 0)",1.8216448362558932
13,10,arima_411,27,"(4, 1, 1)","(0, 0, 0, 0)",1.7693966937442545
13,10,sarima_113_002_5,1,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,2,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,3,"(1, 1, 3)","(0, 0, 2, 5)",1.9297834987267266
13,10,sarima_113_002_5,4,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,5,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,6,"(1, 1, 3)","(0, 0, 2, 5)",1.9146418958958682
13,10,sarima_113_002_5,7,"(1, 1, 3)","(0, 0, 2, 5)",1.8698504921238834
13,10,sarima_113_002_5,8,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,9,"(1, 1, 3)","(0, 0, 2, 5)",1.6597430948558995
13,10,sarima_113_002_5,10,"(1, 1, 3)","(0, 0, 2, 5)",0.9289856930418483
13,10,sarima_113_002_5,11,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,12,"(1, 1, 3)","(0, 0, 2, 5)",1.8896090412844568
13,10,sarima_113_002_5,13,"(1, 1, 3)","(0, 0, 2, 5)",1.9393031545225399
13,10,sarima_113_002_5,14,"(1, 1, 3)","(0, 0, 2, 5)",1.9521347176222947
13,10,sarima_113_002_5,15,"(1, 1, 3)","(0, 0, 2, 5)",1.7836240006224005
13,10,sarima_113_002_5,16,"(1, 1, 3)","(0, 0, 2, 5)",1.6887298820660879
13,10,sarima_113_002_5,17,"(1, 1, 3)","(0, 0, 2, 5)",1.7472829052109455
13,10,sarima_113_002_5,18,"(1, 1, 3)","(0, 0, 2, 5)",1.4929898371350474
13,10,sarima_113_002_5,19,"(1, 1, 3)","(0, 0, 2, 5)",1.8062159278604946
13,10,sarima_113_002_5,20,"(1, 1, 3)","(0, 0, 2, 5)",1.9528359396214903
13,10,sarima_113_002_5,21,"(1, 1, 3)","(0, 0, 2, 5)",1.6123024567194593
13,10,sarima_113_002_5,22,"(1, 1, 3)","(0, 0, 2, 5)",1.9682146404262164
13,10,sarima_113_002_5,23,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,24,"(1, 1, 3)","(0, 0, 2, 5)",2.0
13,10,sarima_113_002_5,25,"(1, 1, 3)","(0, 0, 2, 5)",1.8375576829276974
13,10,sarima_113_002_5,26,"(1, 1, 3)","(0, 0, 2, 5)",1.8160579020106138
13,10,sarima_113_002_5,27,"(1, 1, 3)","(0, 0, 2, 5)",1.8895796083502614
13,10,sarima_312_101_5,1,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,2,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,3,"(3, 1, 2)","(1, 0, 1, 5)",1.9269786021054978
13,10,sarima_312_101_5,4,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,5,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,6,"(3, 1, 2)","(1, 0, 1, 5)",1.9200595066914947
13,10,sarima_312_101_5,7,"(3, 1, 2)","(1, 0, 1, 5)",1.8532049915391096
13,10,sarima_312_101_5,8,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,9,"(3, 1, 2)","(1, 0, 1, 5)",1.6619542117102002
13,10,sarima_312_101_5,10,"(3, 1, 2)","(1, 0, 1, 5)",0.9149716044434977
13,10,sarima_312_101_5,11,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,12,"(3, 1, 2)","(1, 0, 1, 5)",1.8837079090559574
13,10,sarima_312_101_5,13,"(3, 1, 2)","(1, 0, 1, 5)",1.9362111262411865
13,10,sarima_312_101_5,14,"(3, 1, 2)","(1, 0, 1, 5)",1.939504799661428
13,10,sarima_312_101_5,15,"(3, 1, 2)","(1, 0, 1, 5)",1.7679226866310231
13,10,sarima_312_101_5,16,"(3, 1, 2)","(1, 0, 1, 5)",1.6701212917777675
13,10,sarima_312_101_5,17,"(3, 1, 2)","(1, 0, 1, 5)",1.699408018534626
13,10,sarima_312_101_5,18,"(3, 1, 2)","(1, 0, 1, 5)",1.5037293187975211
13,10,sarima_312_101_5,19,"(3, 1, 2)","(1, 0, 1, 5)",1.8120449527952929
13,10,sarima_312_101_5,20,"(3, 1, 2)","(1, 0, 1, 5)",1.9556823531326444
13,10,sarima_312_101_5,21,"(3, 1, 2)","(1, 0, 1, 5)",1.5932165062153356
13,10,sarima_312_101_5,22,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,23,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,24,"(3, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_312_101_5,25,"(3, 1, 2)","(1, 0, 1, 5)",1.8593915881622474
13,10,sarima_312_101_5,26,"(3, 1, 2)","(1, 0, 1, 5)",1.7959595131476795
13,10,sarima_312_101_5,27,"(3, 1, 2)","(1, 0, 1, 5)",1.852039617560162
13,10,sarima_412_101_5,1,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,2,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,3,"(4, 1, 2)","(1, 0, 1, 5)",1.9326560550404246
13,10,sarima_412_101_5,4,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,5,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,6,"(4, 1, 2)","(1, 0, 1, 5)",1.8980768855007715
13,10,sarima_412_101_5,7,"(4, 1, 2)","(1, 0, 1, 5)",1.8220950124573847
13,10,sarima_412_101_5,8,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,9,"(4, 1, 2)","(1, 0, 1, 5)",1.672441553448843
13,10,sarima_412_101_5,10,"(4, 1, 2)","(1, 0, 1, 5)",0.9009210072854725
13,10,sarima_412_101_5,11,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,12,"(4, 1, 2)","(1, 0, 1, 5)",1.8665976635642658
13,10,sarima_412_101_5,13,"(4, 1, 2)","(1, 0, 1, 5)",1.9338460016076724
13,10,sarima_412_101_5,14,"(4, 1, 2)","(1, 0, 1, 5)",1.9376175130379822
13,10,sarima_412_101_5,15,"(4, 1, 2)","(1, 0, 1, 5)",1.748749558666376
13,10,sarima_412_101_5,16,"(4, 1, 2)","(1, 0, 1, 5)",1.6694439718895169
13,10,sarima_412_101_5,17,"(4, 1, 2)","(1, 0, 1, 5)",1.6578788794275654
13,10,sarima_412_101_5,18,"(4, 1, 2)","(1, 0, 1, 5)",1.5098385039786066
13,10,sarima_412_101_5,19,"(4, 1, 2)","(1, 0, 1, 5)",1.8237505826574414
13,10,sarima_412_101_5,20,"(4, 1, 2)","(1, 0, 1, 5)",1.962204057440755
13,10,sarima_412_101_5,21,"(4, 1, 2)","(1, 0, 1, 5)",1.6024229863992798
13,10,sarima_412_101_5,22,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,23,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,24,"(4, 1, 2)","(1, 0, 1, 5)",2.0
13,10,sarima_412_101_5,25,"(4, 1, 2)","(1, 0, 1, 5)",1.8981347774821935
13,10,sarima_412_101_5,26,"(4, 1, 2)","(1, 0, 1, 5)",1.7926790627460423
13,10,sarima_412_101_5,27,"(4, 1, 2)","(1, 0, 1, 5)",1.7819565677717575
1,22,arima_112,1,"(1, 1, 2)","(0, 0, 0, 0)",0.1569521716329587
1,22,arima_112,2,"(1, 1, 2)","(0, 0, 0, 0)",0.07919258748731903
1,22,arima_112,3,"(1, 1, 2)","(0, 0, 0, 0)",0.148685539108275
1,22,arima_112,4,"(1, 1, 2)","(0, 0, 0, 0)",0.13431410789637305
1,22,arima_112,5,"(1, 1, 2)","(0, 0, 0, 0)",0.112266581074643
1,22,arima_112,6,"(1, 1, 2)","(0, 0, 0, 0)",0.10731254042863843
1,22,arima_112,7,"(1, 1, 2)","(0, 0, 0, 0)",0.08328836648901497
1,22,arima_112,8,"(1, 1, 2)","(0, 0, 0, 0)",0.07779058156127093
1,22,arima_112,9,"(1, 1, 2)","(0, 0, 0, 0)",0.14771161169573435
1,22,arima_112,10,"(1, 1, 2)","(0, 0, 0, 0)",0.1332424971911202
1,22,arima_112,11,"(1, 1, 2)","(0, 0, 0, 0)",0.09012846170241565
1,22,arima_112,12,"(1, 1, 2)","(0, 0, 0, 0)",0.0745990375975821
1,22,sarima_112_100_5,1,"(1, 1, 2)","(1, 0, 0, 5)",0.15473266949052522
1,22,sarima_112_100_5,2,"(1, 1, 2)","(1, 0, 0, 5)",0.07384186033825346
1,22,sarima_112_100_5,3,"(1, 1, 2)","(1, 0, 0, 5)",0.16983382057757837
1,22,sarima_112_100_5,4,"(1, 1, 2)","(1, 0, 0, 5)",0.13687051215022492
1,22,sarima_112_100_5,5,"(1, 1, 2)","(1, 0, 0, 5)",0.1362701477528814
1,22,sarima_112_100_5,6,"(1, 1, 2)","(1, 0, 0, 5)",0.10311094630103237
1,22,sarima_112_100_5,7,"(1, 1, 2)","(1, 0, 0, 5)",0.08094187171940602
1,22,sarima_112_100_5,8,"(1, 1, 2)","(1, 0, 0, 5)",0.08269093203644999
1,22,sarima_112_100_5,9,"(1, 1, 2)","(1, 0, 0, 5)",0.1536801353554761
1,22,sarima_112_100_5,10,"(1, 1, 2)","(1, 0, 0, 5)",0.08813210023928907
1,22,sarima_112_100_5,11,"(1, 1, 2)","(1, 0, 0, 5)",0.09000144705774733
1,22,sarima_112_100_5,12,"(1, 1, 2)","(1, 0, 0, 5)",0.08237418193615369
2,22,arima_111,1,"(1, 1, 1)","(0, 0, 0, 0)",0.32821169519297716
2,22,arima_111,2,"(1, 1, 1)","(0, 0, 0, 0)",0.09202055221097616
2,22,arima_111,3,"(1, 1, 1)","(0, 0, 0, 0)",0.09207747187101573
2,22,arima_111,4,"(1, 1, 1)","(0, 0, 0, 0)",0.23607466302356053
2,22,arima_111,5,"(1, 1, 1)","(0, 0, 0, 0)",0.1579078236815806
2,22,arima_111,6,"(1, 1, 1)","(0, 0, 0, 0)",0.2111441197424088
2,22,arima_111,7,"(1, 1, 1)","(0, 0, 0, 0)",0.10852146513002754
2,22,arima_111,8,"(1, 1, 1)","(0, 0, 0, 0)",0.08050660942218123
2,22,arima_111,9,"(1, 1, 1)","(0, 0, 0, 0)",0.06751479977696577
2,22,arima_111,10,"(1, 1, 1)","(0, 0, 0, 0)",0.129150207970686
2,22,arima_111,11,"(1, 1, 1)","(0, 0, 0, 0)",0.12295219189049936
2,22,arima_111,12,"(1, 1, 1)","(0, 0, 0, 0)",0.19053310134761556
3,22,arima_111,1,"(1, 1, 1)","(0, 0, 0, 0)",0.10115299097520863
3,22,arima_111,2,"(1, 1, 1)","(0, 0, 0, 0)",0.10968686411118833
3,22,arima_111,3,"(1, 1, 1)","(0, 0, 0, 0)",0.09031403721987655
3,22,arima_111,4,"(1, 1, 1)","(0, 0, 0, 0)",0.21724094483556122
3,22,arima_111,5,"(1, 1, 1)","(0, 0, 0, 0)",0.2370506066366474
3,22,arima_111,6,"(1, 1, 1)","(0, 0, 0, 0)",0.07975710368445972
3,22,arima_111,7,"(1, 1, 1)","(0, 0, 0, 0)",0.11135767160573362
3,22,arima_111,8,"(1, 1, 1)","(0, 0, 0, 0)",0.2063330008998858
3,22,arima_111,9,"(1, 1, 1)","(0, 0, 0, 0)",0.14012640160832981
3,22,arima_111,10,"(1, 1, 1)","(0, 0, 0, 0)",0.10436110256734023
3,22,arima_111,11,"(1, 1, 1)","(0, 0, 0, 0)",0.09587970593980771
3,22,arima_111,12,"(1, 1, 1)","(0, 0, 0, 0)",0.3111761117915643
3,22,sarima_111_002_5,1,"(1, 1, 1)","(0, 0, 2, 5)",0.10237977165958724
3,22,sarima_111_002_5,2,"(1, 1, 1)","(0, 0, 2, 5)",0.11518626242726629
3,22,sarima_111_002_5,3,"(1, 1, 1)","(0, 0, 2, 5)",0.09062937429972749
3,22,sarima_111_002_5,4,"(1, 1, 1)","(0, 0, 2, 5)",0.2187474386908522
3,22,sarima_111_002_5,5,"(1, 1, 1)","(0, 0, 2, 5)",0.23224350430891647
3,22,sarima_111_002_5,6,"(1, 1, 1)","(0, 0, 2, 5)",0.07710715376486718
3,22,sarima_111_002_5,7,"(1, 1, 1)","(0, 0, 2, 5)",0.11239885432687013
3,22,sarima_111_002_5,8,"(1, 1, 1)","(0, 0, 2, 5)",0.20561275975510718
3,22,sarima_111_002_5,9,"(1, 1, 1)","(0, 0, 2, 5)",0.1385734183085496
3,22,sarima_111_002_5,10,"(1, 1, 1)","(0, 0, 2, 5)",0.10665502384764682
3,22,sarima_111_002_5,11,"(1, 1, 1)","(0, 0, 2, 5)",0.09645477474425421
3,22,sarima_111_002_5,12,"(1, 1, 1)","(0, 0, 2, 5)",0.31052280649157205
4,22,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.14185223270206757
4,22,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.12093883775860058
4,22,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.1262338107875683
4,22,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.20463375369925021
4,22,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.22175852544036045
4,22,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.0719379398927342
4,22,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.11087207383170292
4,22,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.17011068683541886
4,22,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.13234628242363888
4,22,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.18579742490890208
4,22,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.1474971272920688
4,22,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.23947780781997768
4,22,arima_012,1,"(0, 1, 2)","(0, 0, 0, 0)",0.15444824717392214
4,22,arima_012,2,"(0, 1, 2)","(0, 0, 0, 0)",0.11609901572916634
4,22,arima_012,3,"(0, 1, 2)","(0, 0, 0, 0)",0.12523866366623979
4,22,arima_012,4,"(0, 1, 2)","(0, 0, 0, 0)",0.20730922376431662
4,22,arima_012,5,"(0, 1, 2)","(0, 0, 0, 0)",0.23216501401663764
4,22,arima_012,6,"(0, 1, 2)","(0, 0, 0, 0)",0.07402265839629407
4,22,arima_012,7,"(0, 1, 2)","(0, 0, 0, 0)",0.11223078475987698
4,22,arima_012,8,"(0, 1, 2)","(0, 0, 0, 0)",0.1698744521157195
4,22,arima_012,9,"(0, 1, 2)","(0, 0, 0, 0)",0.1313404690812666
4,22,arima_012,10,"(0, 1, 2)","(0, 0, 0, 0)",0.18742545318507103
4,22,arima_012,11,"(0, 1, 2)","(0, 0, 0, 0)",0.14574480723644465
4,22,arima_012,12,"(0, 1, 2)","(0, 0, 0, 0)",0.2433960683590742
5,22,arima_102,1,"(1, 0, 2)","(0, 0, 0, 0)",0.08341651053381703
5,22,arima_102,2,"(1, 0, 2)","(0, 0, 0, 0)",0.1010878666501903
5,22,arima_102,3,"(1, 0, 2)","(0, 0, 0, 0)",0.08974555336421049
5,22,arima_102,4,"(1, 0, 2)","(0, 0, 0, 0)",0.15035607131718876
5,22,arima_102,5,"(1, 0, 2)","(0, 0, 0, 0)",0.23749610084655987
5,22,arima_102,6,"(1, 0, 2)","(0, 0, 0, 0)",0.11841922217753517
5,22,arima_102,7,"(1, 0, 2)","(0, 0, 0, 0)",0.11045821739964874
5,22,arima_102,8,"(1, 0, 2)","(0, 0, 0, 0)",0.0964838162956732
5,22,arima_102,9,"(1, 0, 2)","(0, 0, 0, 0)",0.08695131028003077
5,22,arima_102,10,"(1, 0, 2)","(0, 0, 0, 0)",0.07812369138407418
5,22,arima_102,11,"(1, 0, 2)","(0, 0, 0, 0)",0.09219933897682306
5,22,arima_102,12,"(1, 0, 2)","(0, 0, 0, 0)",0.07592321783419319
5,22,arima_202,1,"(2, 0, 2)","(0, 0, 0, 0)",0.08293309232491106
5,22,arima_202,2,"(2, 0, 2)","(0, 0, 0, 0)",0.10057290018493402
5,22,arima_202,3,"(2, 0, 2)","(0, 0, 0, 0)",0.08787403805027356
5,22,arima_202,4,"(2, 0, 2)","(0, 0, 0, 0)",0.1510665190394112
5,22,arima_202,5,"(2, 0, 2)","(0, 0, 0, 0)",0.2394564229218523
5,22,arima_202,6,"(2, 0, 2)","(0, 0, 0, 0)",0.11474928529164016
5,22,arima_202,7,"(2, 0, 2)","(0, 0, 0, 0)",0.1083030794864666
5,22,arima_202,8,"(2, 0, 2)","(0, 0, 0, 0)",0.09813271231009753
5,22,arima_202,9,"(2, 0, 2)","(0, 0, 0, 0)",0.08831604646001288
5,22,arima_202,10,"(2, 0, 2)","(0, 0, 0, 0)",0.079242522802743
5,22,arima_202,11,"(2, 0, 2)","(0, 0, 0, 0)",0.09261394403208414
5,22,arima_202,12,"(2, 0, 2)","(0, 0, 0, 0)",0.07527234628756291
5,22,arima_400,1,"(4, 0, 0)","(0, 0, 0, 0)",0.08691651545804947
5,22,arima_400,2,"(4, 0, 0)","(0, 0, 0, 0)",0.09047096984578694
5,22,arima_400,3,"(4, 0, 0)","(0, 0, 0, 0)",0.07783517968371484
5,22,arima_400,4,"(4, 0, 0)","(0, 0, 0, 0)",0.14132426307189597
5,22,arima_400,5,"(4, 0, 0)","(0, 0, 0, 0)",0.48720146965496924
5,22,arima_400,6,"(4, 0, 0)","(0, 0, 0, 0)",0.07311873083991695
5,22,arima_400,7,"(4, 0, 0)","(0, 0, 0, 0)",0.12228701454221017
5,22,arima_400,8,"(4, 0, 0)","(0, 0, 0, 0)",0.09522195223905837
5,22,arima_400,9,"(4, 0, 0)","(0, 0, 0, 0)",0.055537672394343124
5,22,arima_400,10,"(4, 0, 0)","(0, 0, 0, 0)",0.13309038302283283
5,22,arima_400,11,"(4, 0, 0)","(0, 0, 0, 0)",0.08573241691826382
5,22,arima_400,12,"(4, 0, 0)","(0, 0, 0, 0)",0.07070489859400114
